time,frequency,confidence
104.680,277.063,0.960174
104.690,277.327,0.963754
104.700,277.419,0.964305
104.710,277.542,0.967575
104.720,277.322,0.962036
104.730,277.197,0.963937
104.740,277.016,0.954787
104.750,276.908,0.952263
104.760,276.713,0.942843
104.770,276.739,0.946981
104.780,276.757,0.943776
104.790,276.784,0.949981
104.800,276.941,0.953959
104.810,276.963,0.949644
104.820,276.897,0.952114
104.830,276.883,0.948302
104.840,276.748,0.950427
104.850,276.589,0.943118
104.860,276.656,0.944516
104.870,276.556,0.938370
104.880,276.581,0.941850
104.890,276.392,0.933641
104.900,276.431,0.929927
104.910,276.343,0.928123
104.920,276.347,0.931198
104.930,276.260,0.931613
104.940,276.315,0.925075
104.950,276.272,0.925122
104.960,276.369,0.929858
104.970,276.303,0.926984
104.980,276.142,0.929339
104.990,276.140,0.928102
105.000,276.233,0.924334
105.010,276.459,0.928359
105.020,276.473,0.929316
105.030,276.623,0.930464
105.040,276.653,0.936665
105.050,276.998,0.948875
105.060,276.890,0.947193
105.070,276.959,0.948089
105.080,276.798,0.944770
105.090,276.977,0.950627
105.100,276.769,0.945708
105.110,276.918,0.948597
105.120,276.990,0.951206
105.130,277.336,0.953691
105.140,278.545,0.942047
105.150,280.959,0.878497
105.160,285.206,0.810639
105.170,289.679,0.584439
105.180,302.352,0.509383
105.190,314.685,0.555339
105.200,324.022,0.681701
105.210,328.415,0.496477
105.220,355.541,0.360287
105.230,358.553,0.722637
105.240,358.594,0.763937
105.250,358.987,0.658079
105.260,364.540,0.364069
105.270,356.013,0.125081
105.280,330.981,0.138165
105.290,359.723,0.172977
105.300,361.403,0.291852
105.310,375.921,0.371634
105.320,376.237,0.283102
105.330,374.791,0.193565
105.340,374.902,0.346880
105.350,375.098,0.315560
105.360,375.239,0.579831
105.370,375.580,0.526628
105.380,376.671,0.534837
105.390,376.515,0.251918
105.400,339.184,0.357930
105.410,310.872,0.194202
105.420,279.545,0.481919
105.430,276.815,0.744781
105.440,275.859,0.867027
105.450,275.813,0.937585
105.460,276.547,0.941398
105.470,277.605,0.958729
105.480,278.574,0.929716
105.490,279.815,0.803076
105.500,280.650,0.494785
105.510,313.943,0.548736
105.520,318.683,0.637539
105.530,316.896,0.611173
105.540,310.424,0.527449
105.550,305.154,0.401567
105.560,287.201,0.625193
105.570,283.845,0.781060
105.580,281.494,0.898025
105.590,278.734,0.944362
105.600,278.514,0.949371
105.610,278.553,0.949220
105.620,278.959,0.941925
105.630,280.466,0.892764
105.640,283.040,0.798593
105.650,283.568,0.558140
105.660,307.168,0.406137
105.670,309.896,0.600122
105.680,308.002,0.636696
105.690,302.539,0.857786
105.700,300.398,0.830822
105.710,295.330,0.707139
105.720,289.659,0.845325
105.730,288.958,0.908920
105.740,290.719,0.872347
105.750,294.088,0.918495
105.760,296.528,0.878797
105.770,296.615,0.779085
105.780,293.717,0.447983
105.790,280.449,0.616824
105.800,276.968,0.754727
105.810,276.560,0.720084
105.820,275.321,0.740190
105.830,275.860,0.429307
105.840,254.425,0.399510
105.850,250.101,0.719097
105.860,248.399,0.870602
105.870,248.078,0.930669
105.880,248.215,0.934240
105.890,247.939,0.940026
105.900,247.567,0.919998
105.910,247.198,0.900937
105.920,246.893,0.893849
105.930,247.001,0.912268
105.940,247.212,0.934082
105.950,247.128,0.941786
105.960,246.858,0.924361
105.970,246.933,0.920569
105.980,246.511,0.898075
105.990,246.548,0.915469
106.000,246.275,0.916760
106.010,246.235,0.920120
106.020,246.185,0.927193
106.030,246.136,0.931917
106.040,246.098,0.939084
106.050,246.197,0.932478
106.060,246.149,0.932100
106.070,246.215,0.918816
106.080,246.788,0.914019
106.090,246.935,0.914424
106.100,247.159,0.920932
106.110,247.136,0.918098
106.120,247.188,0.916096
106.130,247.149,0.916880
106.140,247.115,0.925187
106.150,246.945,0.905060
106.160,246.877,0.895077
106.170,246.759,0.894423
106.180,246.508,0.898862
106.190,246.254,0.907985
106.200,246.044,0.910728
106.210,246.134,0.902906
106.220,246.340,0.883194
106.230,246.495,0.873434
106.240,246.912,0.905855
106.250,247.262,0.910903
106.260,247.347,0.918128
106.270,247.450,0.927536
106.280,247.433,0.919767
106.290,247.320,0.905260
106.300,247.224,0.874416
106.310,246.984,0.899908
106.320,246.906,0.912934
106.330,246.748,0.908669
106.340,246.129,0.900174
106.350,245.981,0.887888
106.360,245.933,0.859029
106.370,245.886,0.868571
106.380,245.926,0.856962
106.390,246.038,0.867336
106.400,246.357,0.845122
106.410,246.451,0.851810
106.420,246.292,0.851748
106.430,246.374,0.823873
106.440,246.645,0.832991
106.450,246.778,0.804318
106.460,246.937,0.867800
106.470,246.862,0.856846
106.480,248.027,0.867312
106.490,249.929,0.790712
106.500,252.292,0.591210
106.510,259.754,0.391294
106.520,274.822,0.509335
106.530,277.901,0.613729
106.540,275.850,0.648169
106.550,273.539,0.512027
106.560,261.405,0.364015
106.570,254.129,0.406390
106.580,249.616,0.662542
106.590,249.954,0.790155
106.600,249.149,0.835245
106.610,249.259,0.878939
106.620,249.694,0.923988
106.630,249.373,0.892202
106.640,249.760,0.883700
106.650,249.561,0.805622
106.660,244.416,0.351179
106.670,222.946,0.166574
106.680,194.909,0.687256
106.690,173.966,0.830051
106.700,161.336,0.890772
106.710,138.746,0.914233
106.720,126.296,0.917454
106.730,125.975,0.899949
106.740,125.618,0.922667
106.750,125.165,0.924190
106.760,124.409,0.933434
106.770,123.851,0.950532
106.780,123.485,0.952397
106.790,123.231,0.936736
106.800,122.886,0.939540
106.810,122.761,0.940887
106.820,122.635,0.938634
106.830,122.696,0.940934
106.840,122.737,0.935499
106.850,122.754,0.935247
106.860,122.813,0.934142
106.870,122.901,0.935661
106.880,122.824,0.932814
106.890,122.813,0.923721
106.900,122.904,0.917168
106.910,122.992,0.914527
106.920,123.093,0.913480
106.930,122.965,0.909414
106.940,122.906,0.925184
106.950,122.941,0.920711
106.960,122.980,0.919204
106.970,122.965,0.910241
106.980,122.952,0.900287
106.990,123.004,0.914553
107.000,123.081,0.905444
107.010,123.155,0.902164
107.020,137.938,0.904760
107.030,157.473,0.909800
107.040,178.096,0.903014
107.050,198.119,0.862073
107.060,230.586,0.757555
107.070,250.786,0.553954
107.080,251.799,0.854412
107.090,252.235,0.896176
107.100,251.793,0.928740
107.110,251.546,0.939084
107.120,251.072,0.944646
107.130,250.868,0.940248
107.140,250.704,0.938303
107.150,250.422,0.932172
107.160,249.978,0.894056
107.170,249.439,0.802311
107.180,248.888,0.658211
107.190,248.605,0.612712
107.200,249.198,0.648033
107.210,250.303,0.759772
107.220,251.021,0.832083
107.230,250.885,0.824137
107.240,250.801,0.883770
107.250,250.599,0.885206
107.260,250.662,0.883090
107.270,250.651,0.828751
107.280,249.929,0.857179
107.290,249.375,0.801290
107.300,248.746,0.822549
107.310,248.240,0.854715
107.320,247.679,0.862985
107.330,246.856,0.847718
107.340,246.501,0.789733
107.350,246.477,0.800970
107.360,246.375,0.803772
107.370,246.257,0.784939
107.380,246.130,0.720887
107.390,246.084,0.730515
107.400,245.875,0.693959
107.410,245.781,0.642459
107.420,227.782,0.649365
107.430,196.174,0.695813
107.440,177.264,0.642416
107.450,157.559,0.669895
107.460,136.050,0.650706
107.470,123.134,0.582612
107.480,123.135,0.611168
107.490,123.110,0.642794
107.500,123.135,0.651456
107.510,123.144,0.671405
107.520,123.184,0.610917
107.530,123.233,0.690329
107.540,123.153,0.733422
107.550,123.112,0.708505
107.560,123.128,0.631411
107.570,123.161,0.653010
107.580,123.111,0.681439
107.590,123.107,0.718359
107.600,123.162,0.772973
107.610,123.207,0.765273
107.620,123.203,0.798103
107.630,123.216,0.723860
107.640,123.207,0.685474
107.650,123.184,0.682412
107.660,123.180,0.721975
107.670,123.053,0.775415
107.680,123.115,0.793464
107.690,123.166,0.821506
107.700,123.200,0.801229
107.710,123.175,0.797319
107.720,123.155,0.794682
107.730,123.196,0.744555
107.740,123.390,0.767271
107.750,123.433,0.752182
107.760,123.348,0.787604
107.770,123.387,0.779451
107.780,123.451,0.864526
107.790,123.281,0.856151
107.800,123.179,0.874512
107.810,123.157,0.869910
107.820,123.061,0.850241
107.830,123.010,0.828773
107.840,122.999,0.824820
107.850,123.242,0.811998
107.860,123.545,0.745131
107.870,124.069,0.743252
107.880,132.756,0.639412
107.890,153.969,0.746684
107.900,169.403,0.825315
107.910,187.123,0.823541
107.920,209.110,0.839388
107.930,238.422,0.777478
107.940,251.133,0.787507
107.950,250.256,0.785417
107.960,249.666,0.738554
107.970,249.221,0.709651
107.980,249.393,0.893543
107.990,249.617,0.928985
108.000,250.117,0.943352
108.010,251.435,0.938861
108.020,252.932,0.953589
108.030,254.475,0.957406
108.040,255.848,0.960017
108.050,256.615,0.965767
108.060,256.875,0.959476
108.070,256.684,0.962823
108.080,255.960,0.943091
108.090,254.322,0.930623
108.100,251.698,0.888604
108.110,249.739,0.905724
108.120,248.250,0.869483
108.130,247.278,0.863723
108.140,246.543,0.882488
108.150,246.151,0.902273
108.160,246.154,0.911856
108.170,246.894,0.874706
108.180,248.124,0.866034
108.190,249.223,0.823734
108.200,250.639,0.870912
108.210,252.545,0.836485
108.220,254.749,0.814063
108.230,256.452,0.914760
108.240,257.568,0.911113
108.250,257.880,0.867215
108.260,259.006,0.857250
108.270,259.827,0.917424
108.280,260.386,0.795424
108.290,259.921,0.547639
108.300,264.999,0.332306
108.310,243.342,0.326237
108.320,243.383,0.145151
108.330,248.852,0.210175
108.340,249.048,0.286378
108.350,249.282,0.394975
108.360,248.660,0.545752
108.370,248.673,0.794316
108.380,247.684,0.843513
108.390,246.390,0.869441
108.400,246.365,0.872863
108.410,245.578,0.885824
108.420,246.704,0.843397
108.430,247.859,0.716199
108.440,249.566,0.631545
108.450,249.864,0.331498
108.460,250.181,0.344419
108.470,249.972,0.291182
108.480,250.267,0.502969
108.490,250.307,0.653755
108.500,250.230,0.779854
108.510,249.593,0.729627
108.520,250.294,0.763072
108.530,250.339,0.850526
108.540,250.560,0.810293
108.550,251.476,0.744418
108.560,251.152,0.580721
108.570,250.587,0.560243
108.580,250.332,0.581183
108.590,250.441,0.650188
108.600,249.700,0.580309
108.610,249.439,0.559822
108.620,249.072,0.674442
108.630,249.059,0.654691
108.640,249.611,0.637773
108.650,249.695,0.677016
108.660,250.399,0.700293
108.670,254.029,0.605052
108.680,255.355,0.555128
108.690,235.179,0.516237
108.700,202.871,0.388427
108.710,186.255,0.490072
108.720,186.694,0.673255
108.730,187.000,0.668319
108.740,186.942,0.636747
108.750,186.759,0.578128
108.760,187.389,0.525658
108.770,187.385,0.531570
108.780,187.955,0.611502
108.790,187.020,0.684873
108.800,186.803,0.809610
108.810,185.763,0.811381
108.820,185.911,0.821870
108.830,185.980,0.873755
108.840,186.320,0.845062
108.850,186.761,0.825285
108.860,186.940,0.844723
108.870,187.230,0.824228
108.880,187.229,0.820577
108.890,186.811,0.787103
108.900,186.851,0.806854
108.910,186.962,0.830972
108.920,187.282,0.832433
108.930,187.611,0.883554
108.940,188.061,0.854178
108.950,187.729,0.877177
108.960,187.161,0.866348
108.970,186.229,0.875729
108.980,186.123,0.873800
108.990,186.315,0.836945
109.000,186.584,0.809722
109.010,187.521,0.815042
109.020,187.879,0.844642
109.030,187.460,0.860765
109.040,186.384,0.843476
109.050,185.873,0.846251
109.060,185.973,0.827144
109.070,186.895,0.810776
109.080,188.000,0.823727
109.090,188.045,0.789823
109.100,187.238,0.795673
109.110,186.130,0.759431
109.120,186.364,0.693532
109.130,185.940,0.412372
109.140,190.019,0.206814
109.150,206.429,0.386369
109.160,211.187,0.423639
109.170,208.606,0.748302
109.180,208.296,0.756812
109.190,208.198,0.866424
109.200,208.142,0.903005
109.210,208.144,0.935021
109.220,208.129,0.940817
109.230,207.865,0.945940
109.240,207.756,0.941929
109.250,207.519,0.926706
109.260,207.683,0.933784
109.270,207.661,0.917727
109.280,207.267,0.880049
109.290,207.486,0.874505
109.300,207.440,0.713582
109.310,207.456,0.754849
109.320,207.578,0.741259
109.330,207.488,0.641321
109.340,207.573,0.736926
109.350,207.636,0.789567
109.360,207.572,0.841607
109.370,207.701,0.898748
109.380,207.576,0.907864
109.390,207.457,0.909196
109.400,207.448,0.893994
109.410,207.475,0.905794
109.420,207.399,0.908282
109.430,207.141,0.913642
109.440,207.274,0.919395
109.450,207.847,0.934212
109.460,207.687,0.928525
109.470,207.626,0.926933
109.480,207.853,0.935002
109.490,208.033,0.935308
109.500,208.154,0.931940
109.510,208.092,0.935760
109.520,208.309,0.948307
109.530,208.601,0.943152
109.540,208.261,0.949170
109.550,207.965,0.904458
109.560,208.314,0.801143
109.570,210.969,0.644106
109.580,211.236,0.800348
109.590,209.823,0.894470
109.600,208.722,0.953699
109.610,208.747,0.952487
109.620,208.867,0.953819
109.630,208.670,0.958582
109.640,208.365,0.966650
109.650,207.902,0.964228
109.660,207.391,0.950370
109.670,207.242,0.947847
109.680,207.317,0.947994
109.690,207.166,0.947998
109.700,207.096,0.946644
109.710,207.178,0.943741
109.720,207.147,0.948199
109.730,207.264,0.942880
109.740,207.595,0.952545
109.750,208.223,0.960131
109.760,209.210,0.927966
109.770,209.988,0.937243
109.780,210.485,0.952527
109.790,210.700,0.960041
109.800,210.811,0.954714
109.810,210.837,0.958329
109.820,210.546,0.954051
109.830,210.124,0.952061
109.840,209.334,0.925817
109.850,208.553,0.950564
109.860,207.984,0.953809
109.870,207.359,0.943867
109.880,207.139,0.935595
109.890,206.992,0.948938
109.900,206.898,0.950601
109.910,206.813,0.950976
109.920,206.846,0.954104
109.930,206.839,0.956590
109.940,206.922,0.949909
109.950,207.113,0.947313
109.960,207.263,0.942241
109.970,207.226,0.941959
109.980,207.025,0.947699
109.990,206.919,0.953157
110.000,206.799,0.955472
110.010,206.694,0.958680
110.020,206.577,0.958586
110.030,206.747,0.952906
110.040,206.917,0.948809
110.050,206.964,0.944479
110.060,207.056,0.940854
110.070,207.176,0.938593
110.080,207.374,0.941527
110.090,207.624,0.948693
110.100,207.479,0.945021
110.110,207.531,0.946525
110.120,207.618,0.951280
110.130,207.879,0.959707
110.140,207.868,0.955032
110.150,207.623,0.951373
110.160,207.517,0.946176
110.170,207.793,0.951277
110.180,207.989,0.955662
110.190,208.018,0.950266
110.200,207.767,0.942857
110.210,207.743,0.945346
110.220,207.861,0.947318
110.230,207.855,0.949217
110.240,207.773,0.946465
110.250,207.609,0.942273
110.260,207.835,0.948949
110.270,207.817,0.939589
110.280,207.678,0.938572
110.290,207.393,0.933791
110.300,207.901,0.950235
110.310,208.225,0.954426
110.320,208.742,0.937731
110.330,208.752,0.911380
110.340,208.402,0.883151
110.350,208.614,0.759908
110.360,209.475,0.506134
110.370,212.157,0.304750
110.380,217.502,0.307852
110.390,225.034,0.613987
110.400,227.922,0.285354
110.410,244.724,0.250621
110.420,247.405,0.606889
110.430,249.335,0.750474
110.440,249.136,0.851554
110.450,249.062,0.848499
110.460,249.949,0.916010
110.470,250.461,0.917022
110.480,251.778,0.889331
110.490,253.832,0.931998
110.500,256.133,0.929354
110.510,258.721,0.891258
110.520,262.859,0.897256
110.530,264.585,0.923631
110.540,262.998,0.943170
110.550,261.333,0.938247
110.560,259.925,0.942247
110.570,258.488,0.932521
110.580,257.050,0.948484
110.590,255.563,0.938759
110.600,254.180,0.943209
110.610,253.306,0.947410
110.620,252.383,0.908762
110.630,250.900,0.926133
110.640,250.033,0.900659
110.650,249.071,0.852046
110.660,250.416,0.702570
110.670,259.733,0.408532
110.680,267.927,0.626193
110.690,269.247,0.742485
110.700,268.753,0.688465
110.710,266.606,0.768672
110.720,264.231,0.814353
110.730,261.586,0.859352
110.740,259.357,0.850191
110.750,258.308,0.838667
110.760,259.446,0.736995
110.770,260.239,0.731838
110.780,262.115,0.755665
110.790,265.408,0.883123
110.800,268.291,0.877920
110.810,271.733,0.840330
110.820,271.946,0.910490
110.830,271.700,0.914236
110.840,270.904,0.897057
110.850,272.791,0.707033
110.860,272.951,0.197623
110.870,261.958,0.486190
110.880,249.571,0.645136
110.890,244.542,0.771829
110.900,239.721,0.831390
110.910,236.491,0.909500
110.920,235.284,0.881423
110.930,230.690,0.892957
110.940,224.989,0.827992
110.950,212.725,0.745317
110.960,200.012,0.709914
110.970,192.589,0.689526
110.980,187.430,0.567078
110.990,186.199,0.639132
111.000,186.580,0.761153
111.010,187.613,0.679669
111.020,189.592,0.535851
111.030,188.402,0.614518
111.040,186.725,0.687598
111.050,185.798,0.803406
111.060,185.960,0.791999
111.070,186.208,0.782644
111.080,185.960,0.832313
111.090,184.890,0.838921
111.100,184.902,0.834075
111.110,185.477,0.764797
111.120,185.288,0.666624
111.130,185.451,0.635964
111.140,184.983,0.569124
111.150,184.896,0.591898
111.160,206.331,0.603257
111.170,230.999,0.742280
111.180,254.729,0.743787
111.190,254.397,0.579298
111.200,256.391,0.469874
111.210,264.215,0.418573
111.220,264.096,0.462047
111.230,261.611,0.522854
111.240,259.842,0.697531
111.250,256.144,0.507310
111.260,255.465,0.581513
111.270,255.517,0.422957
111.280,258.167,0.498063
111.290,262.776,0.277216
111.300,268.327,0.192111
111.310,267.690,0.086639
111.320,261.194,0.288461
111.330,255.339,0.283206
111.340,255.758,0.307976
111.350,258.421,0.736010
111.360,259.411,0.606882
111.370,260.310,0.614831
111.380,259.805,0.482767
111.390,256.900,0.290724
111.400,256.082,0.196526
111.410,257.860,0.363566
111.420,259.598,0.507124
111.430,261.185,0.496560
111.440,260.147,0.711541
111.450,257.329,0.627220
111.460,256.994,0.586924
111.470,256.445,0.643484
111.480,257.503,0.837161
111.490,259.226,0.885826
111.500,259.867,0.839405
111.510,260.549,0.819171
111.520,260.785,0.815493
111.530,261.901,0.608107
111.540,290.394,0.178667
111.550,334.886,0.758402
111.560,352.689,0.698828
111.570,351.422,0.785135
111.580,349.006,0.818771
111.590,346.254,0.718402
111.600,346.833,0.339273
111.610,334.802,0.413952
111.620,309.153,0.270187
111.630,292.965,0.179491
111.640,274.266,0.099967
111.650,253.583,0.265133
111.660,223.331,0.182022
111.670,201.419,0.233995
111.680,184.711,0.614621
111.690,184.865,0.818128
111.700,185.105,0.921036
111.710,184.993,0.943832
111.720,185.523,0.947298
111.730,185.382,0.955034
111.740,185.044,0.951943
111.750,184.933,0.952441
111.760,184.769,0.944723
111.770,184.718,0.945209
111.780,184.864,0.949832
111.790,184.912,0.949202
111.800,184.849,0.955512
111.810,184.890,0.955181
111.820,184.897,0.951113
111.830,184.726,0.951203
111.840,184.595,0.946307
111.850,184.649,0.948780
111.860,184.847,0.955219
111.870,184.779,0.951623
111.880,184.777,0.946560
111.890,184.714,0.945214
111.900,184.706,0.948443
111.910,184.859,0.955009
111.920,184.872,0.955015
111.930,185.072,0.960316
111.940,185.318,0.955464
111.950,185.892,0.944071
111.960,186.204,0.939192
111.970,186.493,0.905385
111.980,187.386,0.841772
111.990,189.800,0.727647
112.000,191.787,0.671736
112.010,194.023,0.714729
112.020,194.469,0.696269
112.030,193.305,0.775257
112.040,192.137,0.848810
112.050,191.795,0.891273
112.060,190.538,0.864670
112.070,188.240,0.806848
112.080,186.841,0.763653
112.090,184.222,0.782557
112.100,183.322,0.807385
112.110,183.768,0.866560
112.120,184.581,0.916195
112.130,185.041,0.950841
112.140,185.028,0.948512
112.150,184.924,0.940725
112.160,184.909,0.948170
112.170,184.978,0.954230
112.180,185.470,0.952851
112.190,187.267,0.915847
112.200,188.568,0.872331
112.210,189.915,0.848496
112.220,189.803,0.725307
112.230,190.500,0.571942
112.240,192.009,0.623442
112.250,193.539,0.700680
112.260,194.280,0.787469
112.270,193.670,0.815460
112.280,191.136,0.799740
112.290,189.388,0.910646
112.300,188.880,0.896142
112.310,187.708,0.929997
112.320,186.150,0.939904
112.330,185.029,0.949230
112.340,185.123,0.948023
112.350,186.340,0.892509
112.360,188.371,0.805687
112.370,190.882,0.707274
112.380,194.324,0.594869
112.390,199.235,0.659162
112.400,198.405,0.641179
112.410,194.782,0.618271
112.420,191.417,0.752813
112.430,189.671,0.858350
112.440,186.981,0.889857
112.450,186.262,0.912741
112.460,186.056,0.926653
112.470,186.175,0.924789
112.480,185.881,0.941068
112.490,185.407,0.952964
112.500,184.760,0.937539
112.510,184.574,0.938889
112.520,184.768,0.946998
112.530,185.218,0.954603
112.540,185.351,0.952992
112.550,185.521,0.953147
112.560,185.951,0.930523
112.570,187.047,0.877381
112.580,186.967,0.760834
112.590,185.518,0.384835
112.600,199.693,0.452905
112.610,199.472,0.423787
112.620,199.779,0.552526
112.630,202.156,0.626571
112.640,205.295,0.771879
112.650,206.344,0.691995
112.660,206.002,0.645315
112.670,206.838,0.781688
112.680,207.552,0.764623
112.690,209.649,0.664101
112.700,209.984,0.640364
112.710,208.068,0.705587
112.720,208.419,0.864320
112.730,207.890,0.860374
112.740,208.316,0.799243
112.750,207.258,0.776852
112.760,205.716,0.787629
112.770,205.617,0.798528
112.780,204.524,0.798499
112.790,205.070,0.744154
112.800,205.531,0.752146
112.810,204.031,0.495840
112.820,187.855,0.316078
112.830,186.801,0.423424
112.840,186.196,0.479145
112.850,185.500,0.596641
112.860,185.062,0.625636
112.870,185.700,0.745331
112.880,186.545,0.700238
112.890,186.713,0.546915
112.900,187.409,0.488106
112.910,183.719,0.399123
112.920,167.146,0.507115
112.930,164.078,0.510580
112.940,163.075,0.694313
112.950,162.587,0.823937
112.960,162.128,0.892789
112.970,162.094,0.900397
112.980,162.800,0.881467
112.990,163.877,0.906228
113.000,164.750,0.910683
113.010,165.478,0.918621
113.020,166.168,0.903292
113.030,166.483,0.891358
113.040,166.821,0.890741
113.050,166.655,0.885071
113.060,166.199,0.890095
113.070,165.202,0.916895
113.080,164.097,0.868225
113.090,162.880,0.861807
113.100,160.846,0.826863
113.110,158.604,0.838315
113.120,156.591,0.917315
113.130,155.619,0.915852
113.140,155.077,0.902076
113.150,154.877,0.904296
113.160,154.860,0.927594
113.170,154.891,0.933398
113.180,155.191,0.924190
113.190,155.490,0.943995
113.200,155.918,0.956913
113.210,156.537,0.943150
113.220,156.966,0.912622
113.230,157.086,0.925335
113.240,156.570,0.939809
113.250,156.449,0.942602
113.260,156.298,0.949032
113.270,156.107,0.951848
113.280,155.984,0.956152
113.290,156.106,0.951102
113.300,156.533,0.944665
113.310,157.010,0.909100
113.320,156.937,0.898655
113.330,158.014,0.850346
113.340,158.109,0.795743
113.350,158.462,0.508756
113.360,158.618,0.523304
113.370,160.070,0.777702
113.380,161.904,0.855761
113.390,166.497,0.918414
113.400,171.236,0.913218
113.410,176.841,0.923803
113.420,180.129,0.909055
113.430,181.970,0.865825
113.440,182.059,0.789742
113.450,181.816,0.537783
113.460,180.988,0.490745
113.470,180.175,0.443873
113.480,181.213,0.276542
113.490,181.812,0.553627
113.500,183.232,0.583279
113.510,185.058,0.664819
113.520,185.772,0.606695
113.530,187.093,0.332281
113.540,185.051,0.486632
113.550,186.232,0.276283
113.560,187.366,0.221177
113.570,187.168,0.375683
113.580,186.718,0.450430
113.590,185.916,0.282947
113.600,187.106,0.379250
113.610,187.509,0.356338
113.620,187.023,0.406775
113.630,186.351,0.575864
113.640,184.978,0.389304
113.650,185.777,0.327303
113.660,184.763,0.334052
113.670,183.833,0.388112
113.680,183.647,0.328412
113.690,181.427,0.312873
113.700,178.624,0.540836
113.710,179.956,0.302168
113.720,182.440,0.305678
113.730,183.053,0.276277
113.740,181.805,0.249730
113.750,182.252,0.123047
113.760,182.125,0.263709
113.770,178.872,0.266007
113.780,179.528,0.538664
113.790,180.969,0.559891
113.800,181.920,0.548340
113.810,180.201,0.566762
113.820,180.596,0.502806
113.830,181.265,0.448711
113.840,179.277,0.303619
113.850,181.609,0.387234
113.860,183.036,0.240538
113.870,182.580,0.412292
113.880,181.215,0.664831
113.890,181.947,0.713794
113.900,184.345,0.650058
113.910,184.917,0.769896
113.920,185.379,0.572844
113.930,182.898,0.620630
113.940,176.371,0.593460
113.950,175.912,0.522985
113.960,177.223,0.472712
113.970,177.745,0.272550
113.980,177.170,0.315396
113.990,177.302,0.319425
114.000,179.097,0.365891
114.010,181.280,0.396569
114.020,184.975,0.346070
114.030,188.824,0.276113
114.040,191.451,0.368904
114.050,189.448,0.220728
114.060,170.915,0.163110
114.070,173.828,0.223671
114.080,156.797,0.245579
114.090,161.617,0.226914
114.100,164.780,0.168816
114.110,166.640,0.115452
114.120,168.670,0.092427
114.130,169.927,0.195823
114.140,169.933,0.335967
114.150,167.748,0.512779
114.160,167.872,0.132882
114.170,174.451,0.097684
114.180,189.171,0.166627
114.190,195.470,0.110879
114.200,208.436,0.433126
114.210,207.323,0.372680
114.220,207.462,0.516901
114.230,207.360,0.720036
114.240,207.807,0.837036
114.250,208.234,0.884377
114.260,208.652,0.909326
114.270,208.319,0.914771
114.280,208.082,0.935803
114.290,208.104,0.935476
114.300,208.100,0.938513
114.310,207.907,0.935576
114.320,207.717,0.941935
114.330,207.849,0.950082
114.340,207.883,0.942157
114.350,207.806,0.944274
114.360,207.938,0.946911
114.370,208.214,0.945649
114.380,208.049,0.945136
114.390,207.799,0.939497
114.400,207.862,0.941840
114.410,208.228,0.934268
114.420,208.272,0.920173
114.430,207.843,0.914299
114.440,207.708,0.914838
114.450,208.298,0.908327
114.460,208.563,0.902324
114.470,207.903,0.909360
114.480,207.761,0.891897
114.490,207.865,0.839355
114.500,207.931,0.781609
114.510,207.882,0.778105
114.520,207.907,0.897999
114.530,208.463,0.934878
114.540,208.418,0.937470
114.550,208.015,0.942250
114.560,207.953,0.944820
114.570,195.108,0.936869
114.580,168.806,0.923508
114.590,147.827,0.927857
114.600,134.564,0.925212
114.610,117.772,0.793985
114.620,105.689,0.328230
114.630,93.623,0.270763
114.640,93.097,0.755037
114.650,92.990,0.879670
114.660,92.968,0.936170
114.670,92.971,0.942613
114.680,92.847,0.945591
114.690,92.792,0.945351
114.700,92.627,0.928981
114.710,92.595,0.919930
114.720,92.690,0.799997
114.730,92.667,0.560057
114.740,93.415,0.506666
114.750,93.724,0.602304
114.760,93.342,0.508770
114.770,93.595,0.314934
114.780,93.817,0.304590
114.790,94.205,0.305706
114.800,94.250,0.307005
114.810,94.551,0.398493
114.820,95.075,0.422558
114.830,104.367,0.310470
114.840,120.370,0.497315
114.850,136.324,0.405220
114.860,149.010,0.225063
114.870,167.950,0.206934
114.880,186.496,0.312985
114.890,186.568,0.211465
114.900,185.837,0.128758
114.910,203.210,0.249467
114.920,214.640,0.269911
114.930,241.055,0.190658
114.940,257.874,0.380555
114.950,281.413,0.397185
114.960,306.245,0.168401
114.970,326.141,0.339176
114.980,367.770,0.225964
114.990,386.999,0.316743
115.000,419.754,0.354093
115.010,421.448,0.185694
115.020,419.593,0.287589
115.030,420.789,0.161974
115.040,417.095,0.273450
115.050,421.392,0.131249
115.060,420.485,0.149292
115.070,416.674,0.194225
115.080,412.647,0.067080
115.090,414.472,0.049855
115.100,412.680,0.154092
115.110,414.962,0.426383
115.120,417.173,0.258199
115.130,416.616,0.266494
115.140,383.016,0.196925
115.150,382.147,0.598117
115.160,382.025,0.328717
115.170,379.790,0.277586
115.180,377.325,0.269838
115.190,377.792,0.574020
115.200,378.567,0.598944
115.210,375.173,0.614551
115.220,377.690,0.541399
115.230,381.277,0.419673
115.240,377.109,0.203083
115.250,362.526,0.177099
115.260,322.909,0.366381
115.270,307.758,0.352594
115.280,284.150,0.321429
115.290,265.057,0.185779
115.300,268.340,0.466269
115.310,267.599,0.498008
115.320,266.404,0.486072
115.330,266.224,0.454737
115.340,235.484,0.266951
115.350,207.153,0.337097
115.360,182.863,0.520718
115.370,181.472,0.654519
115.380,183.077,0.798094
115.390,184.933,0.718130
115.400,186.779,0.644618
115.410,184.153,0.597434
115.420,181.607,0.277324
115.430,180.781,0.217487
