time,frequency,confidence
30.340,246.795,0.919181
30.350,246.641,0.914079
30.360,246.640,0.911547
30.370,246.649,0.921777
30.380,246.874,0.923305
30.390,246.829,0.927846
30.400,246.736,0.910681
30.410,246.606,0.913444
30.420,246.605,0.905172
30.430,246.581,0.906032
30.440,246.645,0.910874
30.450,246.619,0.910393
30.460,246.779,0.926165
30.470,246.787,0.926123
30.480,246.761,0.921803
30.490,246.639,0.911155
30.500,246.519,0.905892
30.510,246.602,0.913088
30.520,246.732,0.925280
30.530,246.807,0.924726
30.540,246.692,0.927675
30.550,246.754,0.922702
30.560,246.729,0.918605
30.570,246.710,0.908997
30.580,246.705,0.910970
30.590,246.735,0.912620
30.600,246.760,0.931404
30.610,246.604,0.922714
30.620,246.498,0.916207
30.630,246.520,0.909466
30.640,246.676,0.918281
30.650,246.846,0.921159
30.660,246.925,0.933557
30.670,247.221,0.937138
30.680,247.241,0.943578
30.690,247.487,0.937967
30.700,247.255,0.934529
30.710,247.286,0.923520
30.720,247.160,0.932425
30.730,247.345,0.922070
30.740,247.096,0.931877
30.750,247.096,0.927158
30.760,246.998,0.936009
30.770,247.092,0.930929
30.780,247.106,0.938756
30.790,247.155,0.927757
30.800,247.058,0.932249
30.810,247.242,0.922090
30.820,246.945,0.934073
30.830,247.204,0.932235
30.840,247.047,0.941761
30.850,247.198,0.934979
30.860,247.215,0.937554
30.870,247.512,0.931820
30.880,247.113,0.936961
30.890,247.075,0.913641
30.900,246.878,0.926939
30.910,246.854,0.916111
30.920,246.956,0.933714
30.930,247.107,0.913144
30.940,247.034,0.912918
30.950,247.226,0.900364
30.960,247.137,0.899221
30.970,247.061,0.900548
30.980,246.819,0.905101
30.990,246.933,0.924031
31.000,246.885,0.926593
31.010,247.184,0.935767
31.020,247.182,0.934575
31.030,247.387,0.921999
31.040,247.227,0.916723
31.050,247.277,0.907579
31.060,247.388,0.898706
31.070,247.282,0.895070
31.080,247.296,0.902629
31.090,247.650,0.914514
31.100,247.498,0.925005
31.110,247.822,0.925786
31.120,247.710,0.928739
31.130,247.847,0.917548
31.140,247.561,0.916852
31.150,247.797,0.900783
31.160,247.497,0.916914
31.170,247.680,0.913622
31.180,247.713,0.914617
31.190,249.161,0.894381
31.200,249.473,0.905493
31.210,250.210,0.422956
31.220,254.994,0.236535
31.230,251.707,0.497159
31.240,249.758,0.826909
31.250,249.120,0.826794
31.260,248.704,0.846386
31.270,248.941,0.850081
31.280,248.552,0.894454
31.290,247.926,0.915922
31.300,247.445,0.925942
31.310,246.871,0.917189
31.320,246.409,0.909252
31.330,245.815,0.939185
31.340,245.489,0.951414
31.350,245.571,0.947366
31.360,245.421,0.934370
31.370,245.569,0.935685
31.380,245.791,0.930978
31.390,245.836,0.939003
31.400,246.011,0.928948
31.410,246.158,0.918155
31.420,246.332,0.895762
31.430,246.440,0.912991
31.440,246.572,0.922530
31.450,246.445,0.915730
31.460,246.338,0.916246
31.470,246.327,0.921933
31.480,246.509,0.923428
31.490,246.427,0.909617
31.500,246.473,0.912006
31.510,246.460,0.913558
31.520,246.366,0.912792
31.530,246.262,0.917507
31.540,246.327,0.917975
31.550,246.349,0.912372
31.560,246.512,0.909929
31.570,246.442,0.904079
31.580,246.515,0.915511
31.590,246.510,0.920783
31.600,246.596,0.922811
31.610,246.654,0.927945
31.620,246.717,0.929611
31.630,246.814,0.937116
31.640,246.956,0.943439
31.650,246.976,0.945608
31.660,247.005,0.944039
31.670,246.953,0.943262
31.680,247.051,0.939510
31.690,246.932,0.932824
31.700,246.994,0.934943
31.710,246.879,0.932593
31.720,246.817,0.929379
31.730,246.848,0.933565
31.740,246.916,0.935220
31.750,246.845,0.924505
31.760,246.880,0.930903
31.770,246.935,0.929903
31.780,246.813,0.931842
31.790,246.707,0.924702
31.800,246.678,0.925660
31.810,246.739,0.923862
31.820,246.801,0.924590
31.830,246.947,0.925732
31.840,247.025,0.925027
31.850,246.913,0.922181
31.860,246.873,0.923472
31.870,246.867,0.924949
31.880,246.794,0.920270
31.890,246.726,0.921321
31.900,246.800,0.925338
31.910,246.917,0.933523
31.920,246.988,0.928946
31.930,246.983,0.935367
31.940,247.008,0.927878
31.950,247.003,0.935491
31.960,247.098,0.932637
31.970,247.107,0.933376
31.980,246.972,0.927673
31.990,246.906,0.925398
32.000,246.909,0.926167
32.010,247.016,0.933992
32.020,247.034,0.930938
32.030,246.994,0.929185
32.040,246.922,0.927478
32.050,246.956,0.927522
32.060,247.066,0.932519
32.070,246.939,0.927357
32.080,246.873,0.927991
32.090,246.972,0.925907
32.100,247.023,0.930888
32.110,247.099,0.920654
32.120,247.119,0.923280
32.130,247.117,0.927171
32.140,247.166,0.933663
32.150,247.109,0.929182
32.160,247.104,0.931908
32.170,247.212,0.934915
32.180,247.312,0.936799
32.190,247.187,0.933834
32.200,247.096,0.933173
32.210,247.062,0.930177
32.220,247.135,0.935196
32.230,247.144,0.940580
32.240,247.116,0.934994
32.250,247.158,0.936774
32.260,247.291,0.935854
32.270,247.328,0.939430
32.280,247.284,0.933168
32.290,247.364,0.927213
32.300,247.170,0.924611
32.310,247.180,0.930437
32.320,247.132,0.930001
32.330,247.125,0.932285
32.340,247.070,0.928615
32.350,247.013,0.932555
32.360,246.903,0.931027
32.370,246.818,0.926765
32.380,246.928,0.933790
32.390,246.892,0.928904
32.400,247.000,0.934407
32.410,247.173,0.940200
32.420,247.360,0.943659
32.430,247.159,0.937658
32.440,247.115,0.938616
32.450,247.043,0.924082
32.460,247.028,0.929065
32.470,246.959,0.914711
32.480,247.019,0.922353
32.490,247.058,0.913785
32.500,246.968,0.914821
32.510,246.916,0.911836
32.520,247.017,0.919513
32.530,247.200,0.925378
32.540,247.040,0.936394
32.550,246.957,0.937837
32.560,247.020,0.936266
32.570,247.019,0.939293
32.580,247.298,0.930981
32.590,247.531,0.914803
32.600,247.335,0.887877
32.610,247.085,0.864155
32.620,247.011,0.885964
32.630,247.168,0.890697
32.640,246.998,0.902454
32.650,246.838,0.916118
32.660,246.745,0.912750
32.670,246.693,0.892479
32.680,246.595,0.866572
32.690,246.447,0.884038
32.700,246.441,0.904643
32.710,246.654,0.913513
32.720,247.654,0.924473
32.730,248.559,0.874684
32.740,249.526,0.765100
32.750,249.977,0.749633
32.760,249.999,0.683271
32.770,249.683,0.796724
32.780,250.262,0.847895
32.790,250.592,0.877890
32.800,250.994,0.860394
32.810,250.096,0.880066
32.820,250.022,0.906350
32.830,250.505,0.922106
32.840,250.589,0.927146
32.850,250.573,0.914544
32.860,250.584,0.920109
32.870,250.983,0.926744
32.880,250.450,0.930419
32.890,250.363,0.920840
32.900,249.961,0.919323
32.910,250.087,0.916551
32.920,249.889,0.918984
32.930,250.313,0.906321
32.940,250.441,0.924531
32.950,251.127,0.910389
32.960,250.774,0.896881
32.970,250.686,0.900557
32.980,250.580,0.908864
32.990,250.931,0.912667
33.000,250.830,0.925998
33.010,251.529,0.914992
33.020,251.196,0.922542
33.030,251.087,0.912408
33.040,250.784,0.922150
33.050,251.094,0.907523
33.060,250.860,0.908608
33.070,251.334,0.906853
33.080,251.303,0.905920
33.090,251.558,0.909648
33.100,251.165,0.910400
33.110,251.210,0.886462
33.120,250.338,0.879811
33.130,250.900,0.894171
33.140,250.890,0.892406
33.150,251.400,0.889025
33.160,250.400,0.896644
33.170,250.966,0.900068
33.180,250.177,0.877816
33.190,250.974,0.869993
33.200,251.092,0.829888
33.210,251.494,0.828964
33.220,251.122,0.841434
33.230,252.127,0.822822
33.240,251.296,0.840825
33.250,253.074,0.826545
33.260,257.936,0.800070
33.270,258.850,0.849641
33.280,258.928,0.859137
33.290,259.581,0.790581
33.300,255.666,0.464189
33.310,254.562,0.302552
33.320,230.930,0.275152
33.330,202.852,0.413380
33.340,179.512,0.157387
33.350,185.232,0.606676
33.360,185.136,0.849097
33.370,185.639,0.906337
33.380,185.885,0.923579
33.390,186.098,0.911103
33.400,186.697,0.811808
33.410,201.286,0.702791
33.420,231.608,0.491959
33.430,249.601,0.682030
33.440,248.625,0.848932
33.450,247.662,0.907838
33.460,247.058,0.941127
33.470,246.876,0.941804
33.480,246.448,0.925372
33.490,246.299,0.934937
33.500,246.009,0.945391
33.510,246.213,0.939170
33.520,246.404,0.933688
33.530,246.517,0.929464
33.540,246.242,0.932778
33.550,246.202,0.919866
33.560,246.496,0.912259
33.570,246.415,0.912611
33.580,246.232,0.913936
33.590,246.472,0.902448
33.600,246.802,0.931964
33.610,247.007,0.933707
33.620,246.667,0.913408
33.630,246.338,0.896516
33.640,246.034,0.924811
33.650,245.726,0.935868
33.660,245.576,0.943810
33.670,245.652,0.942719
33.680,245.698,0.942077
33.690,245.916,0.916939
33.700,246.274,0.915269
33.710,246.417,0.921674
33.720,246.325,0.928350
33.730,246.410,0.925074
33.740,246.505,0.930310
33.750,246.562,0.926813
33.760,246.376,0.922116
33.770,246.579,0.929735
33.780,246.686,0.926426
33.790,246.669,0.923150
33.800,246.620,0.919936
33.810,246.593,0.920340
33.820,246.515,0.916496
33.830,246.554,0.909992
33.840,246.681,0.926980
33.850,246.574,0.915353
33.860,246.500,0.909712
33.870,246.501,0.899479
33.880,246.352,0.903247
33.890,246.445,0.908599
33.900,246.293,0.918789
33.910,245.990,0.925574
33.920,245.872,0.932032
33.930,246.123,0.918963
33.940,246.332,0.887245
33.950,246.300,0.901572
33.960,246.501,0.898913
33.970,246.685,0.908149
33.980,246.671,0.910259
33.990,246.809,0.927911
34.000,246.953,0.928021
34.010,246.930,0.926746
34.020,246.925,0.912943
34.030,247.071,0.925447
34.040,246.829,0.921486
34.050,246.834,0.920146
34.060,246.745,0.921064
34.070,246.795,0.916842
34.080,246.728,0.915090
34.090,246.781,0.917285
34.100,246.946,0.929810
34.110,246.979,0.925590
34.120,246.903,0.927845
34.130,247.494,0.938657
34.140,248.010,0.936101
34.150,248.952,0.834101
34.160,227.016,0.698008
34.170,193.635,0.384553
34.180,176.925,0.121415
34.190,157.171,0.167223
34.200,137.072,0.446569
34.210,123.573,0.843142
34.220,123.507,0.906238
34.230,123.306,0.908851
34.240,123.348,0.927578
34.250,123.236,0.921570
34.260,123.014,0.935224
34.270,122.879,0.943740
34.280,122.895,0.943294
34.290,122.919,0.945674
34.300,122.992,0.942874
34.310,123.007,0.941263
34.320,123.044,0.936186
34.330,123.045,0.935678
34.340,122.993,0.936117
34.350,123.049,0.928939
34.360,123.107,0.922997
34.370,123.089,0.924961
34.380,123.070,0.926994
34.390,123.075,0.922192
34.400,123.061,0.923539
34.410,123.076,0.917915
34.420,123.109,0.919160
34.430,123.157,0.916201
34.440,123.206,0.915252
34.450,123.158,0.926281
34.460,123.170,0.929430
34.470,123.137,0.926543
34.480,123.143,0.923785
34.490,123.061,0.925783
34.500,123.055,0.927518
34.510,123.127,0.926568
34.520,123.147,0.931097
34.530,123.104,0.931273
34.540,123.066,0.933165
34.550,123.051,0.937476
34.560,123.023,0.936078
34.570,123.066,0.933121
34.580,123.079,0.935840
34.590,123.001,0.939160
34.600,122.975,0.940227
34.610,123.063,0.930140
34.620,122.985,0.938063
34.630,122.926,0.939444
34.640,122.931,0.937519
34.650,123.006,0.934306
34.660,122.989,0.941070
34.670,122.844,0.948515
34.680,122.861,0.945663
34.690,123.025,0.930502
34.700,123.085,0.928762
34.710,123.049,0.925160
34.720,122.962,0.924919
34.730,122.963,0.916387
34.740,123.051,0.907420
34.750,122.997,0.919395
34.760,122.932,0.907138
34.770,122.916,0.896797
34.780,123.028,0.854361
34.790,123.029,0.837263
34.800,122.998,0.823407
34.810,123.029,0.829558
34.820,123.046,0.832560
34.830,122.981,0.869192
34.840,122.936,0.876954
34.850,122.965,0.887450
34.860,122.954,0.894878
34.870,122.987,0.911891
34.880,122.934,0.921257
34.890,123.020,0.927770
34.900,122.986,0.928715
34.910,123.023,0.921767
34.920,123.045,0.926988
34.930,123.104,0.924184
34.940,123.101,0.928933
34.950,123.016,0.926976
34.960,123.065,0.922502
34.970,123.010,0.933397
34.980,123.019,0.925936
34.990,123.013,0.924080
35.000,122.998,0.922785
35.010,123.023,0.928818
35.020,123.173,0.935314
35.030,123.205,0.932430
35.040,123.194,0.933306
35.050,123.034,0.929868
35.060,123.108,0.923438
35.070,123.248,0.932316
35.080,123.285,0.929463
35.090,123.189,0.928425
35.100,123.168,0.930567
35.110,123.159,0.929208
35.120,123.126,0.925674
35.130,123.095,0.928137
35.140,123.025,0.931668
35.150,123.050,0.924282
35.160,123.068,0.924162
35.170,123.211,0.934558
35.180,123.264,0.941214
35.190,123.365,0.944541
35.200,123.315,0.937887
35.210,123.307,0.930901
35.220,123.223,0.928375
35.230,123.205,0.931017
35.240,123.221,0.932919
35.250,123.214,0.926560
35.260,123.135,0.930923
35.270,123.183,0.934143
35.280,123.217,0.937269
35.290,123.264,0.932824
35.300,123.262,0.927882
35.310,123.314,0.932537
35.320,123.372,0.935729
35.330,123.375,0.934400
35.340,123.408,0.933247
35.350,123.307,0.934563
35.360,123.309,0.936948
35.370,123.252,0.932125
35.380,123.326,0.932652
35.390,123.328,0.942656
35.400,123.333,0.940281
35.410,123.227,0.940195
35.420,123.287,0.935013
35.430,123.232,0.930266
35.440,123.254,0.930233
35.450,123.282,0.931834
35.460,123.381,0.934039
35.470,123.445,0.932260
35.480,123.351,0.935313
35.490,123.276,0.928165
35.500,123.379,0.931411
35.510,123.599,0.922657
35.520,123.620,0.929189
35.530,123.471,0.925864
35.540,123.344,0.933829
35.550,123.349,0.922991
35.560,123.181,0.918270
35.570,123.154,0.913990
35.580,122.868,0.914395
35.590,123.558,0.899348
35.600,123.996,0.845443
35.610,125.613,0.556892
35.620,141.037,0.220612
35.630,165.968,0.607465
35.640,183.769,0.795430
35.650,184.382,0.894145
35.660,185.112,0.909396
35.670,185.902,0.824892
35.680,200.610,0.717097
35.690,234.743,0.597045
35.700,252.359,0.727846
35.710,250.005,0.859188
35.720,248.226,0.919655
35.730,247.426,0.944231
35.740,247.054,0.945495
35.750,246.657,0.924354
35.760,245.879,0.947443
35.770,245.650,0.949973
35.780,245.847,0.947410
35.790,246.171,0.934986
35.800,246.107,0.939741
35.810,246.262,0.932444
35.820,246.121,0.920783
35.830,246.406,0.890546
35.840,246.136,0.890071
35.850,245.885,0.876468
35.860,245.858,0.860614
35.870,246.065,0.836977
35.880,246.020,0.786971
35.890,246.097,0.673460
35.900,246.352,0.671593
35.910,246.420,0.699691
35.920,246.235,0.764239
35.930,246.388,0.823695
35.940,246.388,0.843470
35.950,246.602,0.788021
35.960,246.403,0.736483
35.970,246.570,0.749730
35.980,246.446,0.754653
35.990,246.941,0.852077
36.000,248.516,0.849056
36.010,250.219,0.907728
36.020,250.623,0.895385
36.030,250.778,0.885826
36.040,250.526,0.885950
36.050,250.267,0.845418
36.060,250.047,0.822071
36.070,250.282,0.814552
36.080,250.337,0.798827
36.090,250.491,0.697274
36.100,250.489,0.753460
36.110,250.580,0.764018
36.120,250.734,0.728532
36.130,250.552,0.706484
36.140,250.366,0.713822
36.150,250.462,0.737663
36.160,250.386,0.631668
36.170,250.067,0.585988
36.180,249.613,0.572361
36.190,249.211,0.515614
36.200,248.985,0.639246
36.210,249.226,0.530893
36.220,249.675,0.515394
36.230,250.323,0.593472
36.240,250.611,0.509088
36.250,250.710,0.599939
36.260,250.367,0.592058
36.270,250.321,0.616149
36.280,250.245,0.524291
36.290,250.053,0.689261
36.300,249.319,0.591331
36.310,249.009,0.642019
36.320,248.683,0.619559
36.330,248.326,0.740362
36.340,247.875,0.737385
36.350,247.597,0.735308
36.360,247.409,0.653158
36.370,247.198,0.690101
36.380,246.880,0.673493
36.390,246.779,0.668670
36.400,246.806,0.597743
36.410,246.977,0.670883
36.420,247.135,0.706405
36.430,247.282,0.733798
36.440,247.357,0.704620
36.450,247.457,0.760412
36.460,247.425,0.761173
36.470,247.210,0.721992
36.480,247.117,0.713108
36.490,247.156,0.683327
36.500,247.213,0.769543
36.510,246.923,0.705459
36.520,246.883,0.735989
36.530,247.081,0.736090
36.540,247.293,0.776744
36.550,247.274,0.758837
36.560,247.099,0.696111
36.570,247.089,0.645662
36.580,247.056,0.707108
36.590,246.988,0.669147
36.600,246.860,0.662371
36.610,246.945,0.614095
36.620,247.089,0.695144
36.630,247.157,0.641691
36.640,247.079,0.599814
36.650,227.437,0.568387
36.660,197.764,0.567203
36.670,174.707,0.610695
36.680,158.136,0.584756
36.690,135.055,0.566061
36.700,123.153,0.616135
36.710,123.008,0.587705
36.720,123.157,0.605511
36.730,123.272,0.643401
36.740,123.325,0.718759
36.750,123.258,0.671164
36.760,123.296,0.739187
36.770,123.339,0.703686
36.780,123.338,0.731301
36.790,123.226,0.681366
36.800,123.240,0.686437
36.810,123.312,0.669468
36.820,123.374,0.724456
36.830,123.215,0.738648
36.840,123.132,0.652979
36.850,123.225,0.674218
36.860,123.331,0.708981
36.870,123.391,0.721519
36.880,123.249,0.729211
36.890,123.374,0.765663
36.900,123.439,0.761975
36.910,123.394,0.785393
36.920,123.175,0.705610
36.930,123.340,0.786786
36.940,123.546,0.778758
36.950,123.634,0.842098
36.960,123.416,0.845340
36.970,123.270,0.860172
36.980,123.353,0.836067
36.990,123.398,0.842095
37.000,123.381,0.866656
37.010,123.392,0.854521
37.020,123.420,0.858902
37.030,123.497,0.839884
37.040,123.507,0.851289
37.050,123.553,0.795211
37.060,137.382,0.781172
37.070,158.807,0.699184
37.080,173.511,0.622354
37.090,197.586,0.560389
37.100,223.430,0.765463
37.110,248.497,0.447780
37.120,253.762,0.712731
37.130,251.474,0.703599
37.140,249.961,0.844470
37.150,249.312,0.791426
37.160,249.221,0.810263
37.170,249.603,0.774270
37.180,249.236,0.776650
37.190,248.354,0.865323
37.200,247.780,0.916361
37.210,247.307,0.924478
37.220,246.831,0.919064
37.230,246.308,0.913169
37.240,246.534,0.920025
37.250,246.743,0.912708
37.260,246.758,0.910802
37.270,246.671,0.911325
37.280,247.114,0.934047
37.290,246.899,0.918718
37.300,246.735,0.921537
37.310,246.574,0.920943
37.320,246.175,0.929613
37.330,246.158,0.930504
37.340,246.235,0.930435
37.350,246.142,0.934391
37.360,245.918,0.920723
37.370,246.079,0.919232
37.380,245.894,0.931040
37.390,245.546,0.950729
37.400,245.574,0.938713
37.410,245.810,0.926733
37.420,246.239,0.916260
37.430,245.933,0.939207
37.440,245.927,0.935239
37.450,246.199,0.924581
37.460,246.161,0.932877
37.470,246.116,0.932856
37.480,246.369,0.911580
37.490,246.477,0.910379
37.500,246.401,0.913649
37.510,246.450,0.876324
37.520,246.645,0.892127
37.530,246.687,0.892329
37.540,246.831,0.907700
37.550,246.760,0.882846
37.560,246.797,0.901441
37.570,246.704,0.906219
37.580,246.383,0.906731
37.590,246.522,0.911221
37.600,246.654,0.917691
37.610,246.404,0.907183
37.620,246.468,0.893903
37.630,246.630,0.899723
37.640,246.784,0.892998
37.650,246.663,0.861533
37.660,246.529,0.869451
37.670,246.611,0.896640
37.680,246.687,0.907062
37.690,246.553,0.887565
37.700,246.635,0.874310
37.710,246.513,0.895481
37.720,246.427,0.903910
37.730,246.593,0.899243
37.740,246.587,0.896003
37.750,246.600,0.877818
37.760,246.641,0.857186
37.770,246.588,0.851856
37.780,246.610,0.853026
37.790,246.682,0.871416
37.800,246.871,0.863998
37.810,246.864,0.868316
37.820,246.739,0.878517
37.830,246.556,0.846042
37.840,246.460,0.829365
37.850,246.582,0.822290
37.860,246.616,0.863898
37.870,246.551,0.826898
37.880,246.797,0.828819
37.890,246.800,0.791669
37.900,246.607,0.803967
37.910,246.971,0.822032
37.920,249.262,0.771628
37.930,252.849,0.592607
37.940,261.188,0.420543
37.950,274.525,0.558090
37.960,281.378,0.713073
37.970,281.007,0.557723
37.980,276.664,0.545182
37.990,270.064,0.455512
38.000,264.121,0.404564
38.010,251.175,0.601440
38.020,249.998,0.773550
38.030,249.695,0.867935
38.040,249.420,0.864415
38.050,249.391,0.899704
38.060,249.034,0.886036
38.070,248.920,0.883961
38.080,249.087,0.827419
38.090,229.154,0.699287
38.100,203.751,0.443797
38.110,179.548,0.779577
38.120,159.506,0.840969
38.130,139.659,0.879035
38.140,126.314,0.901036
38.150,126.300,0.911137
38.160,125.970,0.898629
38.170,125.695,0.913594
38.180,125.311,0.931735
38.190,124.687,0.913141
38.200,123.919,0.956137
38.210,123.459,0.951766
38.220,123.244,0.943784
38.230,122.985,0.936657
38.240,122.769,0.940274
38.250,122.708,0.939413
38.260,122.694,0.934588
38.270,122.866,0.935163
38.280,122.856,0.935367
38.290,122.756,0.942946
38.300,122.768,0.943490
38.310,122.843,0.944516
38.320,122.810,0.941790
38.330,122.889,0.935398
38.340,122.901,0.931941
38.350,123.011,0.922874
38.360,123.093,0.923059
38.370,123.117,0.919672
38.380,123.073,0.922206
38.390,123.093,0.924070
38.400,123.057,0.926211
38.410,122.982,0.929095
38.420,123.017,0.928296
38.430,123.007,0.931719
38.440,123.035,0.934323
38.450,123.053,0.932030
38.460,123.113,0.922436
38.470,123.003,0.930775
38.480,122.978,0.926655
38.490,123.044,0.924761
38.500,123.157,0.928335
38.510,123.082,0.929789
38.520,122.975,0.937896
38.530,122.978,0.938949
38.540,122.969,0.938697
38.550,122.912,0.940477
38.560,122.985,0.939120
38.570,123.044,0.931440
38.580,123.072,0.932899
38.590,123.130,0.931819
38.600,123.021,0.932337
38.610,123.042,0.926174
38.620,122.949,0.925031
38.630,123.005,0.918355
38.640,123.052,0.923862
38.650,123.071,0.920452
38.660,123.105,0.911017
38.670,123.134,0.890618
38.680,123.141,0.859883
38.690,123.180,0.837996
38.700,123.068,0.770208
38.710,123.017,0.829675
38.720,123.103,0.839253
38.730,123.149,0.885006
38.740,122.999,0.871706
38.750,122.964,0.836549
38.760,123.064,0.783964
38.770,123.110,0.814843
38.780,122.986,0.818432
38.790,122.974,0.877830
38.800,122.810,0.883973
38.810,122.918,0.904708
38.820,122.927,0.907054
38.830,123.036,0.910077
38.840,122.955,0.910535
38.850,123.010,0.901029
38.860,123.058,0.919122
38.870,123.088,0.913270
38.880,123.126,0.921304
38.890,123.076,0.911224
38.900,123.003,0.916062
38.910,123.132,0.912285
38.920,122.969,0.899363
38.930,122.900,0.906861
38.940,123.013,0.901562
38.950,122.954,0.915365
38.960,123.211,0.924682
38.970,123.195,0.911448
38.980,123.179,0.910462
38.990,123.136,0.910234
39.000,122.936,0.888726
39.010,123.096,0.888757
39.020,123.167,0.895759
39.030,123.072,0.912191
39.040,123.352,0.932340
39.050,123.278,0.920204
39.060,123.347,0.926552
39.070,123.270,0.926441
39.080,123.192,0.929818
39.090,123.256,0.934246
39.100,123.174,0.920408
39.110,123.232,0.931435
39.120,123.153,0.922576
39.130,123.228,0.930181
39.140,123.360,0.935143
39.150,123.338,0.933203
39.160,123.252,0.934293
39.170,123.188,0.927200
39.180,123.179,0.928743
39.190,123.293,0.936195
39.200,123.143,0.916851
39.210,123.160,0.924590
39.220,123.179,0.912549
39.230,123.225,0.910278
39.240,123.263,0.922750
39.250,123.304,0.931639
39.260,123.295,0.933034
39.270,123.241,0.931619
39.280,123.289,0.933094
39.290,123.189,0.926108
39.300,123.134,0.923859
39.310,123.167,0.923290
39.320,123.263,0.925699
39.330,123.269,0.929182
39.340,123.274,0.928245
39.350,123.284,0.924101
39.360,123.258,0.906271
39.370,123.206,0.919556
39.380,123.236,0.918812
39.390,123.188,0.922719
39.400,123.258,0.932086
39.410,123.316,0.929197
39.420,123.264,0.929235
39.430,123.248,0.922035
39.440,123.178,0.906909
39.450,123.301,0.903251
39.460,123.196,0.906219
39.470,123.170,0.911179
39.480,123.268,0.902007
39.490,123.202,0.865442
39.500,123.279,0.907966
39.510,123.241,0.888437
39.520,123.104,0.890616
39.530,123.075,0.882566
39.540,123.221,0.887715
39.550,123.334,0.875652
39.560,123.425,0.869248
39.570,123.370,0.875539
39.580,123.407,0.895468
39.590,123.322,0.908150
39.600,123.207,0.892587
39.610,123.136,0.901977
39.620,122.988,0.912846
39.630,122.903,0.926468
39.640,122.859,0.927061
39.650,122.894,0.924078
39.660,123.124,0.903976
39.670,123.183,0.906859
39.680,123.220,0.917671
39.690,123.148,0.916482
39.700,123.200,0.928642
39.710,123.266,0.920849
39.720,123.162,0.916074
39.730,123.231,0.919870
39.740,123.231,0.914534
39.750,123.313,0.921255
39.760,123.249,0.922087
39.770,123.130,0.924111
39.780,123.154,0.920737
39.790,123.203,0.920823
39.800,123.215,0.924063
39.810,123.193,0.926217
39.820,123.190,0.926616
39.830,123.223,0.925052
39.840,123.178,0.924018
39.850,123.239,0.929904
39.860,123.217,0.922338
39.870,123.210,0.919888
39.880,123.116,0.883364
39.890,123.146,0.867979
39.900,122.680,0.395942
39.910,124.074,0.386061
39.920,137.970,0.164068
39.930,157.090,0.260886
39.940,177.728,0.442560
39.950,199.117,0.825094
39.960,231.381,0.906220
39.970,248.507,0.896079
39.980,247.242,0.901480
39.990,246.332,0.898252
40.000,245.828,0.916605
40.010,245.865,0.926676
40.020,245.933,0.934684
40.030,245.783,0.943295
40.040,245.960,0.934298
40.050,245.963,0.931089
40.060,246.190,0.921338
40.070,246.279,0.901370
40.080,246.324,0.902377
40.090,246.236,0.913249
40.100,246.360,0.911808
40.110,246.057,0.922535
40.120,245.919,0.924707
40.130,246.025,0.924266
40.140,245.916,0.930224
40.150,246.024,0.930806
40.160,245.962,0.928606
40.170,246.037,0.932734
40.180,246.217,0.930386
40.190,246.251,0.933551
40.200,246.255,0.927350
40.210,246.125,0.925462
40.220,246.052,0.918788
40.230,245.806,0.921436
40.240,245.850,0.910790
40.250,245.929,0.894358
40.260,245.885,0.921605
40.270,245.882,0.926461
40.280,246.012,0.907647
40.290,246.321,0.891150
40.300,246.738,0.899998
40.310,246.893,0.899756
40.320,246.846,0.898319
40.330,246.766,0.893487
40.340,246.725,0.902310
40.350,246.689,0.873339
40.360,246.759,0.859510
40.370,246.871,0.852828
40.380,246.893,0.876966
40.390,246.887,0.876896
40.400,246.923,0.881249
40.410,246.822,0.848428
40.420,246.583,0.858386
40.430,246.606,0.833800
40.440,246.855,0.858562
40.450,246.978,0.813651
40.460,246.591,0.835925
40.470,246.434,0.804181
40.480,246.333,0.800223
40.490,246.175,0.790475
40.500,246.146,0.754750
40.510,246.057,0.747543
40.520,246.244,0.748599
40.530,246.367,0.747895
40.540,246.481,0.845963
40.550,246.438,0.887791
40.560,246.333,0.851316
40.570,246.428,0.845911
40.580,246.717,0.786197
40.590,246.977,0.784733
40.600,247.212,0.740077
40.610,247.007,0.757223
40.620,247.060,0.723687
40.630,247.081,0.672556
40.640,247.118,0.617355
40.650,247.062,0.651741
40.660,246.773,0.613956
40.670,246.668,0.662483
40.680,246.615,0.630333
40.690,246.715,0.700776
40.700,246.610,0.759995
40.710,246.514,0.788164
40.720,246.553,0.814500
40.730,246.662,0.839391
40.740,246.782,0.905237
40.750,246.865,0.922128
40.760,246.884,0.912217
40.770,246.918,0.919722
40.780,246.888,0.909444
40.790,247.059,0.924669
40.800,246.983,0.919044
40.810,247.045,0.920316
40.820,246.857,0.926051
40.830,246.896,0.926005
40.840,246.918,0.920125
40.850,246.763,0.919472
40.860,246.866,0.926912
40.870,247.152,0.936051
40.880,247.144,0.936104
40.890,247.647,0.946899
40.900,248.247,0.927971
40.910,231.059,0.864373
40.920,197.402,0.673936
40.930,177.992,0.572718
40.940,158.040,0.614548
40.950,140.896,0.716164
40.960,125.192,0.795032
40.970,125.222,0.807759
40.980,124.805,0.810971
40.990,124.640,0.782612
41.000,124.156,0.872739
41.010,123.755,0.912188
41.020,123.506,0.924905
41.030,123.190,0.912023
41.040,123.063,0.922533
41.050,122.958,0.932656
41.060,122.969,0.926982
41.070,122.963,0.925616
41.080,123.025,0.920851
41.090,123.063,0.918175
